Course name,Department code,Course code,T,P,C,Tutorial,Lecturer name,Lecturer Title,Lecturer Id,Section code,Section name,Year,Section department,Class size
Polymer Technology,COE,453,2,2,1,0,M. Y. Mensah,,,,2,4,chemical,89
Applied Electricity,MATH,351,0,0,2,0,E.A. Frimpong,,,,3,3,Petroluem,118
Chemical Process Design and Economics,COE,271,4,0,1,0,B. Afotey,,,,1,2,chemical,90
Signals And Systems,ME,159,2,2,2,0,Prof. E. A. Jackson,,,,2,1,Telecom,80
Strength of Materials I,CE,155,3,0,1,0,P. Y. Andoh,,,,2,1,Mechanical,80
Literature in English I,MATH,251,1,0,3,0,E.Y. Ayepkle,,,,1,2,Telecom,80
Principles of Materials Science II,COE,387,2,2,3,0,E. K. Arthur,,,,1,3,Metallurgical,54
Foundry Technology I,MATH,251,3,0,1,0,S. Kwofie,,,,3,2,Material,117
Chemical Engineering Laboratory I,ENGL,157,2,0,2,0,E. Awarikabey,,,,2,1,chemical,87
Introduction to Petroleum Engineering,MSE,357,0,0,3,0,S.K Donyinah,,,,2,3,Petroleum,90
Analytical Chemistry for Chemical Engineers,CE,151,3,1,3,0,P. Boakye,,,,1,1,Petrochemical,78
Algebra,COE,381,4,2,2,0,P. R. Nyarko,,,,2,3,Geological,118
Computer Programming,COE,153,1,4,3,0,M. C. Wilson/ S. Bansah,,,,3,1,Geological,87
Aerodynamics,CE,355,3,0,1,0,E. W. Ramde,,,,2,3,Aerospace,140
Applied Electricity,TE,291,2,6,1,0,E.A Frimpong,,,,1,2,Material,76
Soil Mechanics,PETE,251,0,0,3,0,F. Owusu-Nimo,,,,2,2,civil,80
Differential Equations,MATH,151,4,1,1,0,F. T. Oduro,,,,1,1,Electrical,100
Engineering in Society,ME,491,0,0,3,0,E. K. Baah- Ennumh,,,,3,4,Chemical,89
Technical Drawing,MSE,257,1,1,3,0,F. Davis,,,,3,2,Petrochemical,110
Asynchronous & DC Machines,GED,153,3,2,2,0,Prof. P. Y. Okyere,,,,2,1,Electrical,78
Aerospace Engineering Vacation Training II,ENGL,157,0,0,1,0,P. O. Tawiah,,,,1,1,Aerospace,69
Engineering Surveying,MATH,353,2,1,1,0,E. M. Osei Jnr,,,,2,3,Geomatic,54
Organic Chemistry for Engineers,MATH,251,2,1,3,0,M. Badu,,,,3,2,Chemical,85
Communication Skills I,METE,455,2,3,2,0,J. Aning,,,,3,4,Metallurgial,55
Classical Control Systems,CHE,255,2,0,2,0,Dr. D. Opoku,,,,2,2,Electrical,150
Introduction To Information Technology,CHE,259,1,0,2,0,E. A. Adjei,,,,2,2,Aerospace,150
Literature in English I,CE,251,2,2,3,0,Z. Osei,,,,2,2,Biomedical,117
Algebra,EE,261,4,0,2,0,W. Obeng-Denteh,,,,3,2,Mechanical,130
Technical Drawing,ME,159,1,3,1,0,Y. A. K. Fiagbe,,,,2,1,Computer,140
Bioinstrumentation II,BME,397,2,3,2,0,I. Acquah,,,,2,3,Biomedical,45
Electrical Engineering Lab I,CHE,153,0,0,3,0,Dr. E. A. Frimpong,,,,3,1,Electrical,77
Process Engineering Project I,GED,471,2,0,1,0,All Staff,,,,2,4,chemical,150
Communication Skills I,GED,151,1,2,1,0,J. Oppong Asare,,,,3,1,Electrical,78
Aerospace Engineering Vacation Training II,CE,157,0,0,2,0,P. O. Tawiah,,,,3,1,Aerospace,180
Chemical Engineering Thermodynamics I,ME,251,2,0,3,0,J. Ahiekpor,,,,3,2,Chemical,89
Probability and Statistics,ME,159,2,0,3,0,E. Harris,,,,1,1,Biomedical,180
Development Engineering,ENGL,263,0,0,3,0,S. I. K. Ampadu/ Y. A. Tuffour,,,,1,2,Civil,112
Signal & Systems,MSE,153,3,2,1,0,K. A. P Agyekum,,,,2,1,Biomedical,140
Semiconductor Devices,GED,151,2,1,1,0,B. Kommey,,,,2,1,Computer,75
Differential Equations,AERO,491,4,1,3,,F. T. Oduro,,,,1,4,Electrical,55
Numerical Methods,ME,159,2,3,1,0,A. Agyei,,,,2,1,Computer,89
Automatic Control I,ME,159,2,2,2,0,E. A. Adjei,,,,3,1,Aerospace,69
Semiconductor Devices,CHE,453,2,6,1,0,B. Kommey,,,,1,4,Biomedical,80
Telecommunication Lab I,EE,151,0,2,1,0,All staff,,,,2,1,Telecom,98
Well logging,PETE,357,0,0,3,0,W.N Aggrey,,,,3,3,Petroleum,78
Information Theory,MSE,153,2,2,1,0,E. K. Akowuah,,,,2,1,Computer,75
Formation Evaluation,GE,263,0,3,1,0,W.N Aggrey,,,,3,2,Petroleum,96
Separation Processes I,MSE,257,3,1,2,0,E. G. Ankudey,,,,2,2,Petrochemical,60
Applied Electricity,ME,159,2,0,2,0,Mr. E. Frimpong,,,,3,1,Telecom,180
Differential Equations,MATH,251,4,1,1,0,K. F. Darkwah,,,,1,2,Computer,80
Algebra,GE,351,4,3,2,0,C. Sebil,,,,3,3,Geomatic,89
Technical Drawing,MSE,255,1,0,3,0,A. K. Sunnu,,,,3,2,Chemical,110
Engineering in Society,CE,475,0,0,1,0,H. Essandoh/E. Appiah-Effah,,,,1,4,Civil,79
Literature in English,GE,281,0,1,1,0,P. Abaka,,,,1,2,Civil,96
Inoragnic Chemistry for Engineers,ENGL,157,2,0,2,0,S. E. Agorku,,,,3,1,Petrochemical,77
Enhanced Oil Recovery,EE,151,0,2,2,0,W.N Aggrey,,,,3,1,Petroleum,98
Land and Geographic Information  System I,MATH,353,2,1,2,0,E. K. Forkuo,,,,1,3,Geomatic,100
Design Project I,CHE,457,0,6,3,0,All Lecturers,,,,2,4,Petroleum,80
Microprocessors,CENG,291,2,4,2,0,J. Yankey,,,,2,2,Biomedical,89
Engineering in Society,TE,291,0,6,2,0,E.O. Ansah,,,,2,2,Petroleum,76
Aerospace Engineering Lab. I,ME,491,0,0,1,0,E. A. Adjei,,,,1,4,Aerospace,50
Algebra,BME,253,4,3,2,0,F. T. Oduro,,,,1,2,Computer,90
Probability and Statistics,CE,457,2,0,2,0,E. Harris,,,,3,4,Computer,79
C. Programming,CHE,251,2,0,2,0,E. Keelson,,,,3,2,Biomedical,80
Chemical Process Design and Economics,GE,371,4,3,2,0,B. Afotey,,,,2,3,chemical,89
Mineral Processing II,BME,161,3,0,2,0,B. Koomson,,,,2,1,Metallurgical,87
Composite Materials,PCE,461,3,0,1,0,E. Gikunoo,,,,3,4,Material,130
Petro- Technical And Economics,ECON,151,0,0,1,0,W.N Aggrey,,,,1,3,Petroleum,100
Chemical Process Calculations I,METE,251,2,0,3,0,M. A. Rockson,,,,1,2,Chemical,60
Engineering Econs And Management,COE,251,2,3,2,0,A. K. Instiful/ S. H. M.,,,,3,2,Biomedical,130
C. Programming,ME,491,2,0,1,0,E. Keelson,,,,2,4,Biomedical,78
Engineering Geological II,MATH,351,2,0,2,0,B. Ali,,,,3,3,Geological,120
Course name,EE,467,T,0,1,0,Lecturer name,,,,2,4,Section department,90
Project 1,COE,499,0,8,1,0,All Academic Staff,,,,1,4,Metallurgical,89
Project I,PCE,351,0,0,3,0,All staff,,,,3,3,Telecom,85
Applied Electricity,EE,151,2,1,1,0,E. A. Frimpong,,,,2,1,Biomedical,80
Numerical Methods,PCE,253,2,0,1,0,A. Agyei,,,,1,2,Biomedical,80
Land and Geographic Information  System I,ME,491,2,0,3,0,E. K. Forkuo,,,,2,4,Geomatic,89
Engineering in Society,ME,159,0,2,2,0,H. Essandoh/E. Appiah-Effah,,,,3,1,Civil,100
Engineering in Society,CHE,151,2,0,2,0,All Academic Staff,,,,1,1,Material,100
Algebra,MSE,253,4,0,1,0,A. Prah,,,,3,2,Material,110
Engineering in society,ME,195,0,5,2,0,Y. M. Asare,,,,1,1,Geomatic,140
Development Engineering,MSE,359,0,5,1,0,S. I. K. Ampadu/ Y. A. Tuffour,,,,3,3,Civil,90
Physical Geology,BME,451,2,2,3,0,E. Mensah,,,,1,4,Geological,78
Petroleum Engineering Calculations,GED,353,0,6,2,0,A. Hama,,,,3,3,Petroleum,120
Process Control and Instrumentation,MSE,153,2,2,1,0,M. F. Baidoo,,,,3,1,Petrochemical,75
Chemical Engineering Thermodynamics I,METE,457,0,0,1,0,E.O. Ansah,,,,3,4,Petroleum,55
Algebra,PETE,457,4,0,3,0,W. Obeng-Denteh,,,,2,4,Mechanical,67
Numerical Analysis,MATH,151,2,1,3,0,P. Yirenkyi,,,,3,1,Geological,87
Project 1,MSE,255,0,0,2,0,All Academic Staff,,,,3,2,Material,110
Photogeology & Remote Sensing,CE,155,2,0,1,0,A. Duker,,,,1,1,Geological,80
Semiconductor Devices,MSE,257,2,1,1,0,Dr. K. Diawuo,,,,2,2,Telecom,110
Engineering Geology,CHEM,169,0,6,2,0,V.K.A. Acquaah,,,,3,1,Civil,100
Literature in English I,COE,251,1,1,1,0,E.Y. Ayepkle,,,,3,2,Telecom,112
Microprocessors,TE,385,2,0,2,0,Dr. K. O. Boateng,,,,2,3,Telecom,118
Fertilizer Technology,PCE,455,2,0,1,0,L. Darkwah,,,,3,4,Petrochemical,130
Signals And Systems,MSE,359,2,5,3,0,Prof. E. A. Jackson,,,,3,3,Telecom,90
Algebra,EE,153,4,4,1,0,P. R. Nyarko,,,,2,1,Geological,80
Catalysis,TE,385,2,0,3,0,M. F. Baidoo,,,,2,3,Petrochemical,45
Microprocessors,CE,475,2,0,1,0,J. Yankey,,,,1,4,Electrical,79
Transport Phenomena in Materials Processing I,COE,371,3,1,3,0,A. A. Adjaottor,,,,3,3,Metallurgical,54
Engineering in Society,GED,253,1,2,1,0,F. W. Adam,,,,2,2,Aerospace,117
Chemical Process Design and Economics,FREN,181,4,0,1,0,B. Afotey,,,,3,2,Petrochemical,90
Literature in English I,MATH,151,1,0,2,0,P. Abakah,,,,1,1,Mechanical,80
Photogrammetry II,ME,195,2,5,2,0,A.B. Agyemang,,,,1,1,Geomatic,75
Probability and Statistics,MATH,353,2,1,3,0,E. Harris,,,,3,3,Computer,100
Remote Sensing II,EE,151,2,2,3,0,A. A. Duker,,,,2,1,Geomatic,87
Numerical Analysis,CHE,253,2,0,3,0,F. Boateng,,,,2,2,Telecom,150
Elements Of Economics 1,COE,485,2,2,2,0,Akola,,,,3,4,Geomatic,89
Petroleum Fluid Dynamics,ME,281,0,0,3,0,A. Hama,,,,1,2,Petroleum,85
Enhanced Oil Recovery,MATH,353,0,1,2,0,W.N Aggrey,,,,3,3,Petroleum,75
Engineering Econs And Management,MATH,251,2,0,3,0,A. K. Instiful/ S. H. M.,,,,3,2,Biomedical,76
Engineering Technology,CHE,253,0,0,3,0,C. G. Amedjoe/ M. C. Wilson,,,,2,2,Geological,80
Highway And Transportation Engineering I,CENG,291,2,0,1,0,D. A. Obeng,,,,1,2,Geomatic,110
Technical Drawing,GE,361,0,3,3,0,J. Aveyire,,,,3,3,Civil,89
Differential Equations,MATH,251,4,0,1,0,F.T. Oduro,,,,2,2,Material,76
Structural Analysis,ME,159,0,3,1,0,R.O. Afrifa/J. B. Osei,,,,2,1,civil,87
Probability and Statistics,TE,271,2,0,1,0,D. Asamoah,,,,3,2,Metallurgical,76
Corrosion of Eng. Materials,MATH,251,3,1,3,0,A. Andrews,,,,3,2,Material,112
Microprocessors,ENGL,263,2,0,3,0,J. Yankey,,,,1,2,Computer,112
Wireless Data Communication Networks,ME,159,3,3,1,0,Rev. Dr. J. K. Oppong,,,,3,1,Telecom,87
Soil Mechanics,CHE,357,0,0,1,0,F. Owusu-Nimo,,,,3,3,civil,78
Introduction to Economics I,AERO,293,2,5,1,0,J. D. Bosco,,,,1,2,Petrochemical,89
Technical Drawing,CHE,353,0,1,1,0,I. Davies,,,,1,3,Petroluem,120
Environmental Engineering Technology,GE,491,0,4,2,0,Dr. S.K Donyinah,,,,1,4,Petroleum,68
Technical Drawing,GE,361,1,3,1,0,A. K. Sunnu,,,,3,3,Chemical,89
Mechanical Behaviour of Materials,ENGL,157,3,0,2,0,S. Kwofie,,,,2,1,Material,140
Engineering in Society,CSM,157,2,0,3,0,All Academic Staff,,,,2,3,Metallurgical,89
Signals And Systems,EE,291,2,9,3,0,Prof. E. A. Jackson,,,,2,2,Telecom,130
Applied Electricity,ME,361,2,0,2,0,E. A. Frimpong,,,,1,3,Petrochemical,100
Industrial Training,COE,241,,1,3,0,Helena,,,,2,2,Telecom,112
Differential Equations,MSE,251,4,0,1,0,F. T. Oduro,,,,3,2,Electrical,110
Avionics,CHE,461,3,0,2,0,F. W. Adam,,,,2,4,Aerospace,130
Elements Of Economics 1,TE,497,2,6,1,0,Akola,,,,3,4,Geomatic,150
Reservoir Petrophysics,AERO,497,0,6,3,,A.Hama,,,,3,4,Petroleum,55
Environmental Studies,MATH,251,2,1,1,0,R. Buamah,,,,2,2,Electrical,110
Land and Geographic Information  System I,CHE,367,2,0,3,0,E. K. Forkuo,,,,2,3,Geomatic,85
Technical Drawing,MATH,351,1,0,1,0,Y. A. K. Fiagbe,,,,2,3,Biomedical,79
Environmental Studies,ME,255,2,1,2,0,Z. Ossei,,,,1,2,Aerospace,85
Introduction to Economics I,CHE,355,2,1,3,0,J. D. Bosco,,,,3,3,Petrochemical,120
Mineral Processing II,MATH,353,3,1,2,0,B. Koomson,,,,3,3,Metallurgical,75
Strength of Materials I,COE,157,3,1,2,0,P. Y. Andoh,,,,3,1,Mechanical,89
Technical Drawing,CHE,357,1,0,1,0,Y. A. K. Fiagbe,,,,2,3,Biomedical,85
Silicate Technology I,GE,451,2,3,3,0,Zs. Momade,,,,2,4,chemical,68
Reservoir Models and Development,CHE,151,0,0,1,0,W.N Aggrey,,,,2,1,Petroleum,77
Analytical Chemistry for Chemical Engineers,COE,499,3,8,3,0,P. Boakye,,,,1,4,Chemical,89
Discrete Structures,ENGL,263,3,0,3,0,P. Yirenkyi,,,,1,2,Computer,85
Water And Waste Water Engineering,GED,359,0,2,1,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,2,3,Civil,120
Numerical Analysis,MATH,353,2,1,1,0,F. Boateng,,,,3,3,Telecom,45
Engineering in Society,MATH,151,2,1,1,0,All Academic Staff,,,,1,1,Material,80
Algebra,GED,457,4,6,2,0,J. Ackora- Prah,,,,3,4,Chemical,150
Differential Equations,METE,457,4,0,1,0,K. F. Darkwah,,,,1,4,Aerospace,55
Technical Drawing,COE,499,1,8,3,0,J Aveyire,,,,3,4,Geomatic,89
Technical Drawing,ENGL,157,1,0,1,0,I. A. Edwin,,,,1,1,Metallurgial,75
Technical Drawing,TE,497,1,6,1,0,J Aveyire,,,,2,4,Geomatic,150
Applied Electricity,CHE,367,2,0,1,0,E. A. Frimpong,,,,1,3,Petrochemical,85
Reservoir Simulation,ME,295,0,3,3,0,W.N. Aggrey,,,,2,2,Petroleum,85
Applied Electricity,MSE,359,2,5,1,0,E.A Frimpong,,,,1,3,Material,90
Fuel and Combustion Technology,ENGL,157,2,0,1,0,M. Y. Woode,,,,1,1,Petrochemical,90
Petrology,TE,271,2,2,3,0,G. Foli,,,,1,3,Geological,79
Electrical Services Design,GED,151,1,1,2,0,Mr. E. O. K. Addo,,,,3,1,Electrical,75
Environmental Studies,CHE,255,2,0,1,0,Z. Ossei,,,,2,2,Aerospace,80
Organic and Petrochemical Synthesis,MATH,251,2,0,2,0,M. Y. Woode,,,,2,2,Petrochemical,96
Essential Oils,CE,263,2,0,2,0,M. Y. Woode,,,,1,2,Petrochemical,112
Process Control and Instrumentation,PETE,353,2,0,3,0,M. F. Baidoo,,,,2,3,Petrochemical,78
Communication Skills I,MATH,351,0,0,2,0,P. Yeboa,,,,1,3,Petroluem,120
Chemical Process Design and Economics,AERO,391,4,0,1,0,B. Afotey,,,,1,3,Petrochemical,70
Automatic Control I,ME,159,2,0,3,0,E. A. Adjei,,,,1,1,Aerospace,80
Experimental Data Analysis,GED,453,0,1,2,0,E.Omari,,,,2,4,Petroleum,150
Literature in English I,GE,171,1,0,1,0,P. Abakah,,,,2,1,Mechanical,90
Algebra,PCE,355,4,0,1,0,J. Ackora-Prah,,,,2,3,Telecom,85
Computer Optimization Methods,CE,351,2,0,2,0,E. K. Baah-Ennumh,,,,3,3,chemical,140
French For Communication 1,COE,475,2,0,1,0,Kudom,,,,3,4,Geomatic,150
Basic Mechanics,MSE,353,3,0,1,0,F.W Adam,,,,3,3,Geomatic,75
Basic Hydrology,EE,271,2,0,2,0,E. K. Appiah- Adjei,,,,2,2,Geological,130
Structural Engineering I,ME,159,0,3,2,0,J. W. Ampofo/ M. Adom Asamoah,,,,3,1,Civil,90
Aerospace Engineering Lab. I,ME,255,0,1,1,0,E. A. Adjei,,,,3,2,Aerospace,89
Numerical Analysis,CE,251,2,0,1,0,P. Yirenkyi,,,,1,2,Geological,112
Project I,ENGL,157,0,0,1,0,All Academic Staff,,,,3,1,Electrical,69
Introduction to Info Tech,CHE,461,1,0,3,0,K. Mensah-Darkwa,,,,3,4,Material,130
Well logging,MSE,359,0,5,3,0,W.N Aggrey,,,,2,3,Petroleum,90
Petro- Technical And Economics,GED,455,0,1,2,0,W.N Aggrey,,,,3,4,Petroleum,150
Strength of Materials I,EE,153,3,4,2,0,K. Mensah-Darkwa,,,,1,1,Material,98
Separation Processes I,CE,251,3,0,1,0,E. G. Ankudey,,,,2,2,Petrochemical,112
Indigenous Processing,METE,451,1,1,3,0,E. K. Arthur,,,,2,4,Metallurgical,55
Industrial Training,ENGL,157,,0,2,0,Helena,,,,2,1,Telecom,89
Electrical Engineering Lab I,CENG,291,0,8,3,0,Dr. E. A. Frimpong,,,,2,2,Electrical,80
Petrochemical Fluid Properties,MATH,251,2,1,3,0,E. G. Ankudey,,,,1,2,Petrochemical,112
Enhanced Oil Recovery,EE,151,0,1,1,0,W.N Aggrey,,,,1,1,Petroleum,80
Engineering in Society,MSE,355,0,0,1,0,F. W. Adam,,,,2,3,Mechanical,90
Telecommunication Lab I,GE,371,0,3,2,0,All staff,,,,3,3,Telecom,89
Computer Engineering Lab. I,AERO,491,0,1,2,,All Academic Staff,,,,3,4,Computer,55
Anatomy and Physiology For Engineers I,AERO,495,4,1,2,,D. A. Y. Agyapong,,,,3,4,Biomedical,55
Numerical Methods,MATH,251,2,1,1,0,A. Agyei,,,,3,2,Computer,60
Engineering Technology I,TE,391,0,9,1,0,P. O. Tawiah,,,,1,3,Mechanical,118
Intro to Information Technology,GED,359,0,2,3,0,E. Appiah-Effah/E.A. Donkor,,,,2,3,Civil,120
Metalworking Processes,CE,255,3,2,2,0,S. Kwofie,,,,1,2,Metallurgical,117
Engineering in Society,PCE,353,0,4,1,0,E. K. Baah- Ennumh,,,,2,3,Chemical,85
Natural Gas Processing Technology,EE,371,2,2,3,0,E. G. Ankudey,,,,2,3,chemical,118
Probability And Statistics,COE,485,2,2,3,0,D Asamoah Owusu,,,,3,4,Telecom,89
Microprocessors,COE,181,2,2,3,0,Dr. K. O. Boateng,,,,2,1,Telecom,89
Anatomy and Physiology For Engineers I,CHE,363,4,0,2,0,D. A. Y. Agyapong,,,,3,3,Biomedical,85
Differential Equations,TE,461,4,1,1,0,F. T. Oduro,,,,3,4,Electrical,150
C Programming,MATH,151,2,0,1,0,Mr. J. G. Nuamah,,,,1,1,Telecom,80
Discrete Structures,GED,457,3,6,2,0,P. Yirenkyi,,,,1,4,Computer,150
Geotechnical Engineering,MATH,251,3,1,3,0,S. I. K. Ampadu / B. Ali,,,,2,2,Geological,110
Telecommunication Lab III,ME,261,0,0,1,0,All staff,,,,3,2,Telecom,85
Engineering in Society,PCE,461,1,0,2,0,P. Odame,,,,1,4,Biomedical,80
Algebra,ME,161,2,1,3,0,F. Davis,,,,1,1,Aerospace,78
Indigenous Processing,CHE,457,1,6,3,0,E. K. Arthur,,,,3,4,Metallurgical,80
Corrosion And Corrosion Control,ENGL,157,3,0,2,0,A. Andrews,,,,2,1,Metallurgical,70
Project  I,ME,491,0,0,2,0,Academic Staff,,,,1,4,Aerospace,90
Chemical Process Design and Economics,CHE,451,4,0,3,0,B. Afotey,,,,2,4,chemical,130
Numerical Analysis,MSE,359,2,5,1,0,P. Yirenkyi,,,,3,3,Geological,90
Separation Processes I,COE,499,3,8,3,0,E. G. Ankudey,,,,3,4,Petrochemical,78
Catalysis,MATH,251,2,1,3,0,M. F. Baidoo,,,,2,2,Petrochemical,112
Practical Chemistry I,MATH,151,0,1,2,0,J. K. Mensah,,,,2,1,Chemical,87
Water And Waste Water Engineering,ME,159,0,2,1,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,1,1,Civil,70
Building Science And Services 1,CHE,351,0,1,1,0,V. Kootin- Sanwu,,,,2,3,Civil,120
Engineering Surveying,CE,155,0,0,2,0,A. Arko-Adjei,,,,3,1,civil,98
Chemical Process Calculations I,GED,351,2,2,3,0,M. A. Rockson,,,,2,3,Petrochemical,120
Algebra,CHE,255,4,0,2,0,W. Obeng Dentah,,,,1,2,Metallurgial,150
Algebra,CHE,365,4,0,1,0,J. Ackorah- Prah,,,,3,4,Petrochemical,130
Chemical Process Design and Economics,METE,457,4,0,2,0,B. Afotey,,,,3,4,chemical,55
Environmental Studies,MATH,251,2,1,3,0,R. Buamah,,,,1,2,Electrical,89
Organic Chemistry for Engineers,GE,261,0,3,2,0,C. O. Akoto,,,,3,2,Petroluem,96
Introduction to Info Tech,CHEM,169,1,6,2,0,K. Mensah-Darkwa,,,,2,1,Material,100
Probability and Statistics,CHE,259,2,0,3,0,E. Harris,,,,1,2,Biomedical,150
Technical Drawing,ME,161,0,1,3,0,J. Aveyire,,,,3,1,Civil,89
Communication Skills I,PCE,357,2,0,2,0,P. Yeboah,,,,1,3,Chemical,85
Applied Optics,ENGL,157,2,0,2,0,S.A. Andam-Akorful,,,,1,1,Geomatic,180
Land and Geographic Information  System I,ME,195,2,5,1,0,E. K. Forkuo,,,,1,1,Geomatic,140
Project I,CE,355,1,0,1,0,E. K. Appiah- Adjei / All Staff,,,,2,3,Geological,140
Environmental Studies,ME,161,2,1,1,0,R. Buamah,,,,1,1,Electrical,87
Organic and Petrochemical Synthesis,GE,381,2,0,1,0,M. Y. Woode,,,,3,3,Petrochemical,140
Transport Phenomena in Mat Proc. I,EE,387,2,0,3,0,A. A. Adjaottor,,,,1,3,Material,79
Distributed Computing,ME,161,2,1,2,0,Klogo,,,,1,1,Computer,78
Introduction to Information Technology,COE,475,1,2,1,0,K. Mensah-Darkwa,,,,2,4,Metallurgial,90
Applied Electricity,CHE,355,2,1,3,0,E. A. Frimpong,,,,1,3,Biomedical,120
Introductory Economics I,CHE,453,2,6,2,0,E. Buabeng,,,,2,4,Biomedical,80
Formation Evaluation,ME,195,0,5,2,0,W.N Aggrey,,,,3,1,Petroleum,80
Polymer Technology,CE,473,2,0,2,0,M. Y. Mensah,,,,3,4,Petrochemical,79
Pollution Control in Petrochemical Industry,CE,463,2,0,1,0,P. Boakye,,,,2,4,Petrochemical,79
Distributed Computing,TE,385,2,0,3,0,Klogo,,,,3,3,Computer,45
Reinforced Concrete Design,TE,481,0,0,2,0,R.O. Afrifa,,,,2,4,civil,90
Transport Phenomena in Materials Processing I,METE,453,3,0,1,0,A. A. Adjaottor,,,,1,4,Metallurgical,55
Industrial Training,MATH,251,,0,1,0,Helena,,,,2,2,Telecom,80
Soil Mechanics,CHE,253,0,0,1,0,F. Owusu-Nimo,,,,1,2,civil,150
Probability And Statistics,CHE,255,2,0,3,0,G. A. Okyere,,,,1,2,Electrical,80
Communication Skills I,GED,251,2,2,1,0,P. Abaka,,,,3,2,Geomatic,60
Chemical Engineering Thermodynamics I,CHE,251,0,0,3,0,E.O. Ansah,,,,2,2,Petroleum,80
Practical Chemistry I,ME,251,0,0,1,0,J. K. Mensah,,,,3,2,Petrochemical,85
Semiconductor Devices,ENGL,157,2,0,1,0,B. Kommey,,,,1,1,Computer,80
Engineering in Society,PCE,461,0,0,2,0,E. K. Baah- Ennumh,,,,2,4,Petrochemical,67
Environmental Studies,COE,251,2,3,2,0,Z. Ossei,,,,2,2,Aerospace,76
Course name,MSE,153,T,2,2,0,Lecturer name,,,,2,1,Section department,140
Communication Skills I,GED,457,0,6,3,0,Adjei Forson,,,,3,4,Civil,150
Water And Waste Water Engineering,MSE,453,0,0,3,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,1,4,Civil,50
Technical Drawing,MSE,255,1,0,3,0,Mr. F. Davies,,,,3,2,Telecom,60
Petroleum Engineering Calculations,ME,159,0,3,3,0,A. Hama,,,,3,1,Petroleum,78
Enhanced Oil Recovery,ME,161,0,1,1,0,W.N Aggrey,,,,2,1,Petroleum,89
Geodetic Surveying II,ME,255,2,1,1,0,C.Y. Asante,,,,3,2,Geomatic,89
Automatic Control I,PETE,353,2,0,3,0,E. A. Adjei,,,,2,3,Aerospace,78
Computer Programming,CE,261,0,0,3,0,C. Gyamfi/J. B. Osei,,,,3,2,Civil,112
Technical Drawing,GE,371,2,3,2,0,R. Opoku,,,,2,3,Electrical,89
Technical Drawing,EE,153,1,4,2,0,Y. A. K. Fiagbe,,,,3,1,Biomedical,98
Theory of Structures,ME,159,2,0,1,0,G. Sossou,,,,2,1,Geological,180
Wireless Data Communication Networks,ME,159,3,2,3,0,Rev. Dr. J. K. Oppong,,,,1,1,Telecom,80
Algebra,PCE,451,4,0,1,0,F. T. Oduro,,,,3,4,Biomedical,130
Fluid Transport,ME,159,3,0,1,0,Zs. Momade,,,,2,1,Chemical,77
Basic Geology,MATH,353,2,0,2,0,S. K. Y. Gawu,,,,1,3,Geological,120
Experimental Data Analysis,MSE,459,3,0,1,0,L. Darkwah,,,,2,4,Petrochemical,50
Remote Sensing II,GED,357,2,1,3,0,A. A. Duker,,,,1,3,Geomatic,120
Project I,MSE,153,0,2,3,0,All Academic Staff,,,,1,1,Electrical,75
Basic Mechanics,CHE,255,3,0,1,0,F.W Adam,,,,2,2,Geomatic,80
Computer Application for Engineers,GED,453,1,1,2,0,M. F. Baidoo,,,,1,4,Chemical,150
Bioinstrumentation II,SES,171,2,0,1,0,I. Acquah,,,,3,2,Biomedical,80
Formation Evaluation,MSE,451,0,0,2,0,W.N Aggrey,,,,1,4,Petroleum,50
Computer Optimization Methods,MATH,151,2,2,3,0,E. K. Baah-Ennumh,,,,3,1,chemical,69
Environmental Engineering Technology,AERO,395,0,3,2,0,Dr. S.K Donyinah,,,,2,3,Petroleum,70
Introduction to Fluid Mechanics,GE,361,2,3,3,0,Y. A. K. Fiagbe,,,,3,3,Aerospace,89
Exploration Geochemistry,ME,255,2,1,3,0,S. K. Y. Gawu,,,,2,2,Geological,89
Introduction to Information Technology,CHE,353,1,1,1,0,K. Mensah-Darkwa,,,,1,3,Metallurgial,120
Elementary Structures,MATH,351,0,0,2,0,R.O. Afrifa,,,,3,3,Civil,79
Communication Skills I,ME,295,1,3,1,0,J. Oppong Asare,,,,3,2,Electrical,89
Engineering Ceramics I,PETE,257,3,0,3,0,A. Andrews,,,,1,2,Material,80
Highway And Transportation Engineering I,MATH,151,0,2,3,0,C. A. Adams,,,,1,1,civil,69
Basic Mechanics,MSE,153,0,2,2,0,P.O. Tawiah,,,,1,1,Civil,140
Differential Equations,CHEM,169,4,6,2,0,P. R. Nyarko,,,,3,1,Geological,70
Elements Of Economics 1,CHE,457,0,6,1,0,John- Bosco Dramani,,,,1,4,Civil,80
Physical Geology,ME,491,2,0,2,0,E. Mensah,,,,3,4,Geological,55
Applied Electricity,AERO,495,2,1,1,,E. A. Frimpong,,,,3,4,Computer,55
Thermodynamics II,ME,161,3,1,2,0,F. K. Forson,,,,2,1,Mechanical,98
Literature in English,ENGL,157,0,0,1,0,P. Abaka,,,,1,1,Civil,100
Irrigation And Drainage Engineering,PETE,253,0,0,2,0,G.K. Anornu,,,,1,2,Civil,80
Introduction to Info Tech,GED,455,1,1,2,0,K. Mensah-Darkwa,,,,3,4,Material,150
